nseSymbol,companyName,,,, MARKET LOT,ISIN
SIKKO,Sikko Industries Limited,,,,1,INE112X01017
SIL,Standard Industries Limited,,,,1,INE173A01025
SILGO,Silgo Retail Limited,,,,1,INE01II01013
SILINV,SIL Investments Limited,,,,1,INE923A01015
SILLYMONKS,Silly Monks Entertainment Limited,,,,1,INE203Y01012
SILVERTUC,Silver Touch Technologies Limited,,,,1,INE625X01018
SIMBHALS,Simbhaoli Sugars Limited,,,,1,INE748T01016
SIMPLEXINF,Simplex Infrastructures Limited,,,,1,INE059B01024
SINCLAIR,Sinclairs Hotels Limited,,,,1,INE985A01022
SINDHUTRAD,Sindhu Trade Links Limited,,,,1,INE325D01025
SINTERCOM,Sintercom India Limited,,,,1,INE129Z01016
SIRCA,Sirca Paints India Limited,,,,1,INE792Z01011
SIS,SIS LIMITED,,,,1,INE285J01028
SITINET,Siti Networks Limited,,,,1,INE965H01011
SIYSIL,Siyaram Silk Mills Limited,,,,1,INE076B01028
SJS,S.J.S. Enterprises Limited,,,,1,INE284S01014
SJVN,SJVN Limited,,,,1,INE002L01015
SKFINDIA,SKF India Limited,,,,1,INE640A01023
SKIPPER,Skipper Limited,,,,1,INE439E01022
SKMEGGPROD,SKM Egg Products Export (India) Limited,,,,1,INE411D01015
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,,,,1,INE01IU01018
SMARTLINK,Smartlink Holdings Limited,,,,1,INE178C01020
SMARTWORKS,Smartworks Coworking Spaces Limited,,,,1,INE0NAZ01010
SMCGLOBAL,SMC Global Securities Limited,,,,1,INE103C01036
SMLISUZU,SML Isuzu Limited,,,,1,INE294B01019
SMLT,Sarthak Metals Limited,,,,1,INE017W01010
SMSLIFE,SMS Lifesciences India Limited,,,,1,INE320X01016
SMSPHARMA,SMS Pharmaceuticals Limited,,,,1,INE812G01025
SNOWMAN,Snowman Logistics Limited,,,,1,INE734N01019
SOBHA,Sobha Limited,,,,1,INE671H01015
SOFTTECH,Softtech Engineers Limited,,,,1,INE728Z01015
SOLARA,Solara Active Pharma Sciences Limited,,,,1,INE624Z01016
SOLARINDS,Solar Industries India Limited,,,,1,INE343H01029
SOMANYCERA,Somany Ceramics Limited,,,,1,INE355A01028
SOMATEX,Soma Textiles & Industries Limited,,,,1,INE314C01013
SOMICONVEY,Somi Conveyor Beltings Limited,,,,1,INE323J01019
SONACOMS,Sona BLW Precision Forgings Limited,,,,1,INE073K01018
SONAMLTD,SONAM LIMITED,,,,1,INE00LM01029
SONATSOFTW,Sonata Software Limited,,,,1,INE269A01021
SOTL,Savita Oil Technologies Limited,,,,1,INE035D01020
SOUTHBANK,The South Indian Bank Limited,,,,1,INE683A01023
SOUTHWEST,South West Pinnacle Exploration Limited,,,,1,INE980Y01015
SPAL,S. P. Apparels Limited,,,,1,INE212I01016
SPANDANA,Spandana Sphoorty Financial Limited,,,,1,INE572J01011
SPARC,Sun Pharma Advanced Research Company Limited,,,,1,INE232I01014
SPCENET,Spacenet Enterprises India Limited,,,,1,INE970N01027
SPECIALITY,Speciality Restaurants Limited,,,,1,INE247M01014
SPECTRUM,Spectrum Electrical Industries Limited,,,,1,INE01EO01010
SPENCERS,Spencer's Retail Limited,,,,1,INE020801028
SPIC,Southern Petrochemicals Industries Corporation  Limited,,,,1,INE147A01011
SPLIL,SPL Industries Limited,,,,1,INE978G01016
SPLPETRO,Supreme Petrochem Limited,,,,1,INE663A01033
SPMLINFRA,SPML Infra Limited,,,,1,INE937A01023
SPORTKING,Sportking India Limited,,,,1,INE885H01029
SRD,Shankar Lal Rampal Dye-Chem Limited,,,,1,INE01NE01012
SREEL,Sreeleathers Limited,,,,1,INE099F01013
SRF,SRF Limited,,,,1,INE647A01010
SRGHFL,SRG Housing Finance Limited,,,,1,INE559N01010
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,,,,1,INE917H01012
SRM,SRM Contractors Limited,,,,1,INE0R6Z01013
SRPL,Shree Ram Proteins Limited,,,,1,INE008Z01020
SSDL,Saraswati Saree Depot Limited,,,,1,INE0PQ101010
SSWL,Steel Strips Wheels Limited,,,,1,INE802C01033
STALLION,Stallion India Fluorochemicals Limited,,,,1,INE0RYC01010
STANLEY,Stanley Lifestyles Limited,,,,1,INE01A001028
STAR,Strides Pharma Science Limited,,,,1,INE939A01011
STARCEMENT,Star Cement Limited,,,,1,INE460H01021
STARHEALTH,Star Health and Allied Insurance Company Limited,,,,1,INE575P01011
STARPAPER,Star Paper Mills Limited,,,,1,INE733A01018
STARTECK,Starteck Finance Limited,,,,1,INE992I01013
STCINDIA,The State Trading Corporation of India Limited,,,,1,INE655A01013
STEELCAS,Steelcast Limited,,,,1,INE124E01020
STEELCITY,Steel City Securities Limited,,,,1,INE395H01011
STEELXIND,STEEL EXCHANGE INDIA LIMITED,,,,1,INE503B01021
STEL,Stel Holdings Limited,,,,1,INE577L01016
STERTOOLS,Sterling Tools Limited,,,,1,INE334A01023
STLTECH,Sterlite Technologies Limited,,,,1,INE089C01029
STOVEKRAFT,Stove Kraft Limited,,,,1,INE00IN01015
STYLAMIND,Stylam Industries Limited,,,,1,INE239C01020
STYLEBAAZA,Baazar Style Retail Limited,,,,1,INE01FR01028
STYRENIX,Styrenix Performance Materials Limited,,,,1,INE189B01011
SUBEXLTD,Subex Limited,,,,1,INE754A01055
SUBROS,Subros Limited,,,,1,INE287B01021
SUDARSCHEM,Sudarshan Chemical Industries Limited,,,,1,INE659A01023
SUKHJITS,Sukhjit Starch & Chemicals Limited,,,,1,INE450E01029
SULA,Sula Vineyards Limited,,,,1,INE142Q01026
SUMEETINDS,Sumeet Industries Limited,,,,1,INE235C01028
SUMICHEM,Sumitomo Chemical India Limited,,,,1,INE258G01013
SUMIT,Sumit Woods Limited,,,,1,INE748Z01013
SUMMITSEC,Summit Securities Limited,,,,1,INE519C01017
SUNCLAY,Sundaram Clayton Limited,,,,1,INE0Q3R01026
SUNDARAM,Sundaram Multi Pap Limited,,,,1,INE108E01023
SUNDARMFIN,Sundaram Finance Limited,,,,1,INE660A01013
SUNDARMHLD,Sundaram Finance Holdings Limited,,,,1,INE202Z01029
SUNDRMBRAK,Sundaram Brake Linings Limited,,,,1,INE073D01013
SUNDRMFAST,Sundram Fasteners Limited,,,,1,INE387A01021
SUNDROP,Sundrop Brands Limited,,,,1,INE209A01019
SUNFLAG,Sunflag Iron And Steel Company Limited,,,,1,INE947A01014
SUNPHARMA,Sun Pharmaceutical Industries Limited,,,,1,INE044A01036
SUNTECK,Sunteck Realty Limited,,,,1,INE805D01034
SUNTV,Sun TV Network Limited,,,,1,INE424H01027
SUPERHOUSE,Superhouse Limited,,,,1,INE712B01010
SUPERSPIN,Super Spinning Mills Limited,,,,1,INE662A01027
SUPRAJIT,Suprajit Engineering Limited,,,,1,INE399C01030
SUPREME,Supreme Holdings & Hospitality (India) Limited,,,,1,INE822E01011
SUPREMEIND,Supreme Industries Limited,,,,1,INE195A01028
SUPREMEINF,Supreme Infrastructure India Limited,,,,1,INE550H01011
SUPRIYA,Supriya Lifescience Limited,,,,1,INE07RO01027
SURAJEST,Suraj Estate Developers Limited,,,,1,INE843S01025
SURAJLTD,Suraj Limited,,,,1,INE713C01016
SURAKSHA,Suraksha Diagnostic Limited,,,,1,INE877V01027
SURANASOL,Surana Solar Limited,,,,1,INE272L01022
SURANAT&P,Surana Telecom and Power Limited,,,,1,INE130B01031
SURYALAXMI,Suryalakshmi Cotton Mills Limited,,,,1,INE713B01026
SURYAROSNI,Surya Roshni Limited,,,,1,INE335A01020
SURYODAY,Suryoday Small Finance Bank Limited,,,,1,INE428Q01011
SUTLEJTEX,Sutlej Textiles and Industries Limited,,,,1,INE645H01027
SUVEN,Suven Life Sciences Limited,,,,1,INE495B01038
SUVIDHAA,Suvidhaa Infoserve Limited,,,,1,INE018401013
SUYOG,Suyog Telematics Limited,,,,1,INE442P01014
SUZLON,Suzlon Energy Limited,,,,1,INE040H01021
SVLL,Shree Vasu Logistics Limited,,,,1,INE00CE01017
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,,,,1,INE308E01029
SWANENERGY,Swan Energy Limited,,,,1,INE665A01038
SWARAJENG,Swaraj Engines Limited,,,,1,INE277A01016
SWELECTES,Swelect Energy Systems Limited,,,,1,INE409B01013
SWIGGY,Swiggy Limited,,,,1,INE00H001014
SWSOLAR,Sterling and Wilson Renewable Energy Limited,,,,1,INE00M201021
SYMPHONY,Symphony Limited,,,,1,INE225D01027
SYNCOMF,Syncom Formulations (India) Limited,,,,1,INE312C01025
SYNGENE,Syngene International Limited,,,,1,INE398R01022
SYRMA,Syrma SGS Technology Limited,,,,1,INE0DYJ01015
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,,,,1,INE123C01018
TAJGVK,Taj GVK Hotels & Resorts Limited,,,,1,INE586B01026
TAKE,Take Solutions Limited,,,,1,INE142I01023
TALBROAUTO,Talbros Automotive Components Limited,,,,1,INE187D01029
TANLA,Tanla Platforms Limited,,,,1,INE483C01032
TARACHAND,Tara Chand InfraLogistic Solutions Limited,,,,1,INE555Z01020
TARAPUR,Tarapur Transformers Limited,,,,1,INE747K01017
TARC,TARC Limited,,,,1,INE0EK901012
TARIL,Transformers And Rectifiers (India) Limited,,,,1,INE763I01026
TARMAT,Tarmat Limited,,,,1,INE924H01018
TARSONS,Tarsons Products Limited,,,,1,INE144Z01023
TASTYBITE,Tasty Bite Eatables Limited,,,,1,INE488B01017
TATACHEM,Tata Chemicals Limited,,,,1,INE092A01019
TATACOMM,Tata Communications Limited,,,,1,INE151A01013
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,,,,1,INE192A01025
TATAELXSI,Tata Elxsi Limited,,,,1,INE670A01012
TATAINVEST,Tata Investment Corporation Limited,,,,1,INE672A01018
TATAMOTORS,Tata Motors Limited,,,,1,INE155A01022
TATAPOWER,Tata Power Company Limited,,,,1,INE245A01021
TATASTEEL,Tata Steel Limited,,,,1,INE081A01020
TATATECH,Tata Technologies Limited,,,,1,INE142M01025
TATVA,Tatva Chintan Pharma Chem Limited,,,,1,INE0GK401011
TBOTEK,TBO Tek Limited,,,,1,INE673O01025
TBZ,Tribhovandas Bhimji Zaveri Limited,,,,1,INE760L01018
TCI,Transport Corporation of India Limited,,,,1,INE688A01022
TCIEXP,TCI Express Limited,,,,1,INE586V01016
TCIFINANCE,TCI Finance Limited,,,,1,INE911B01018
TCPLPACK,TCPL Packaging Limited,,,,1,INE822C01015
TCS,Tata Consultancy Services Limited,,,,1,INE467B01029
TDPOWERSYS,TD Power Systems Limited,,,,1,INE419M01027
TEAMLEASE,Teamlease Services Limited,,,,1,INE985S01024
TECHM,Tech Mahindra Limited,,,,1,INE669C01036
TECHNOE,Techno Electric & Engineering Company Limited,,,,1,INE285K01026
TECILCHEM,TECIL Chemicals and Hydro Power Limited,,,,50,INE014B01011
TEGA,Tega Industries Limited,,,,1,INE011K01018
TEJASNET,Tejas Networks Limited,,,,1,INE010J01012
TEMBO,Tembo Global Industries Limited,,,,1,INE869Y01010
TERASOFT,Tera Software Limited,,,,1,INE482B01010
TEXINFRA,Texmaco Infrastructure & Holdings Limited,,,,1,INE435C01024
TEXMOPIPES,Texmo Pipes and Products Limited,,,,1,INE141K01013
TEXRAIL,Texmaco Rail & Engineering Limited,,,,1,INE621L01012
TFCILTD,Tourism Finance Corporation of India Limited,,,,1,INE305A01015
TFL,Transwarranty Finance Limited,,,,1,INE804H01012
TGBHOTELS,TGB Banquets And Hotels Limited,,,,1,INE797H01018
THANGAMAYL,Thangamayil Jewellery Limited,,,,1,INE085J01014
THEINVEST,The Investment Trust Of India Limited,,,,1,INE924D01017
THEJO,Thejo Engineering Limited,,,,1,INE121N01019
THELEELA,Schloss Bangalore Limited,,,,1,INE0AQ201015
THEMISMED,Themis Medicare Limited,,,,1,INE083B01024
THERMAX,Thermax Limited,,,,1,INE152A01029
THOMASCOOK,Thomas Cook  (India)  Limited,,,,1,INE332A01027
THOMASCOTT,Thomas Scott (India) Limited,,,,1,INE480M01011
THYROCARE,Thyrocare Technologies Limited,,,,1,INE594H01019
TI,Tilaknagar Industries Limited,,,,1,INE133E01013
TICL,Twamev Construction and Infrastructure Limited,,,,1,INE388G01026
TIIL,Technocraft Industries (India) Limited,,,,1,INE545H01011
TIINDIA,Tube Investments of India Limited,,,,1,INE974X01010
TIJARIA,Tijaria Polypipes Limited,,,,1,INE440L01017
TIL,TIL Limited,,,,1,INE806C01018
TIMESGTY,Times Guaranty Limited,,,,1,INE289C01025
TIMETECHNO,Time Technoplast Limited,,,,1,INE508G01029
TIMKEN,Timken India Limited,,,,1,INE325A01013
TINNARUBR,Tinna Rubber and Infrastructure Limited,,,,1,INE015C01016
TIPSFILMS,Tips Films Limited,,,,1,INE0LQS01015
TIPSMUSIC,Tips Music Limited,,,,1,INE716B01029
TIRUMALCHM,Thirumalai Chemicals Limited,,,,1,INE338A01024
TIRUPATIFL,Tirupati Forge Limited,,,,1,INE319Y01024
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,,,,1,INE615H01020
TITAN,Titan Company Limited,,,,1,INE280A01028
TMB,Tamilnad Mercantile Bank Limited,,,,1,INE668A01016
TNPETRO,Tamilnadu PetroProducts Limited,,,,1,INE148A01019
TNPL,Tamil Nadu Newsprint & Papers Limited,,,,1,INE107A01015
TNTELE,Tamilnadu Telecommunication Limited,,,,1,INE141D01018
TOKYOPLAST,Tokyo Plast International Limited,,,,1,INE932C01012
TOLINS,Tolins Tyres Limited,,,,1,INE0RWQ01014
TORNTPHARM,Torrent Pharmaceuticals Limited,,,,1,INE685A01028
TORNTPOWER,Torrent Power Limited,,,,1,INE813H01021
TOTAL,Total Transport Systems Limited,,,,1,INE336X01012
TOUCHWOOD,Touchwood Entertainment Limited,,,,1,INE486Y01013
TPHQ,Teamo Productions HQ Limited,,,,1,INE065J01024
TPLPLASTEH,TPL Plastech Limited,,,,1,INE413G01022
TRACXN,Tracxn Technologies Limited,,,,1,INE0HMF01019
TRANSRAILL,Transrail Lighting Limited,,,,1,INE454P01035
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,,,,1,INE757B01015
TRAVELFOOD,Travel Food Services Limited,,,,1,INE103V01028
TREEHOUSE,Tree House Education & Accessories Limited,,,,1,INE040M01013
TREJHARA,TREJHARA SOLUTIONS LIMITED,,,,1,INE00CA01015
TREL,Transindia Real Estate Limited,,,,1,INE0O3901029
TRENT,Trent Limited,,,,1,INE849A01020
TRF,TRF Limited,,,,1,INE391D01019
TRIDENT,Trident Limited,,,,1,INE064C01022
TRIGYN,Trigyn Technologies Limited,,,,1,INE948A01012
TRITURBINE,Triveni Turbine Limited,,,,1,INE152M01016
TRIVENI,Triveni Engineering & Industries Limited,,,,1,INE256C01024
TRU,TruCap Finance Limited,,,,1,INE615R01029
TTKHLTCARE,TTK Healthcare Limited,,,,1,INE910C01018
TTKPRESTIG,TTK Prestige Limited,,,,1,INE690A01028
TTL,T T Limited,,,,1,INE592B01024
TTL-RE,T T Ltd-RE,,,,1,INE592B20016
TTML,Tata Teleservices (Maharashtra) Limited,,,,1,INE517B01013
TVSELECT,TVS Electronics Limited,,,,1,INE236G01019
TVSHLTD,TVS Holdings Limited,,,,1,INE105A01035
TVSMOTOR,TVS Motor Company Limited,,,,1,INE494B01023
TVSSCS,TVS Supply Chain Solutions Limited,,,,1,INE395N01027
TVSSRICHAK,TVS Srichakra Limited,,,,1,INE421C01016
TVTODAY,TV Today Network Limited,,,,1,INE038F01029
TVVISION,TV Vision Limited,,,,1,INE871L01013
UBL,United Breweries Limited,,,,1,INE686F01025
UCAL,UCAL LIMITED,,,,1,INE139B01016
UCOBANK,UCO Bank,,,,1,INE691A01018
UDAICEMENT,Udaipur Cement Works Limited,,,,1,INE225C01029
UDS,Updater Services Limited,,,,1,INE851I01011
UFLEX,UFLEX Limited,,,,1,INE516A01017
UFO,UFO Moviez India Limited,,,,1,INE527H01019
UGARSUGAR,The Ugar Sugar Works Limited,,,,1,INE071E01023
UGROCAP,Ugro Capital Limited,,,,1,INE583D01011
UJJIVANSFB,Ujjivan Small Finance Bank Limited,,,,1,INE551W01018
ULTRACEMCO,UltraTech Cement Limited,,,,1,INE481G01011
UMAEXPORTS,Uma Exports Limited,,,,1,INE0GIU01018
UMESLTD,Usha Martin Education & Solutions Limited,,,,1,INE240C01028
UMIYA-MRO,UMIYA BUILDCON LIMITED,,,,1,INE398B01018
UNICHEMLAB,Unichem Laboratories Limited,,,,1,INE351A01035
UNIDT,United Drilling Tools Limited,,,,1,INE961D01019
UNIECOM,Unicommerce Esolutions Limited,,,,1,INE00U401027
UNIENTER,Uniphos Enterprises Limited,,,,1,INE037A01022
UNIINFO,Uniinfo Telecom Services Limited,,,,1,INE481Z01011
UNIMECH,Unimech Aerospace and Manufacturing Limited,,,,1,INE0U3I01011
UNIONBANK,Union Bank of India,,,,1,INE692A01016
UNIPARTS,Uniparts India Limited,,,,1,INE244O01017
UNITDSPR,United Spirits Limited,,,,1,INE854D01024
UNITECH,Unitech Limited,,,,1,INE694A01020
UNITEDPOLY,United Polyfab Gujarat Limited,,,,1,INE368U01029
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,,,,1,INE458F01011
UNIVASTU,Univastu India Limited,,,,1,INE562X01013
UNIVCABLES,Universal Cables Limited,,,,1,INE279A01012
UNIVPHOTO,Universus Photo Imagings Limited,,,,1,INE03V001013
UNOMINDA,UNO Minda Limited,,,,1,INE405E01023
UPL,UPL Limited,,,,1,INE628A01036
URAVIDEF,Uravi Defence and Technology Limited,,,,1,INE568Z01015
URJA,Urja Global Limited,,,,1,INE550C01020
USHAMART,Usha Martin Limited,,,,1,INE228A01035
USK,Udayshivakumar Infra Limited,,,,1,INE0N0Y01013
UTIAMC,UTI Asset Management Company Limited,,,,1,INE094J01016
UTKARSHBNK,Utkarsh Small Finance Bank Limited,,,,1,INE735W01017
UTTAMSUGAR,Uttam Sugar Mills Limited,,,,1,INE786F01031
UYFINCORP,U. Y. Fincorp Limited,,,,1,INE152C01025
V2RETAIL,V2 Retail Limited,,,,1,INE945H01013
VADILALIND,Vadilal Industries Limited,,,,1,INE694D01016
VAIBHAVGBL,Vaibhav Global Limited,,,,1,INE884A01027
VAISHALI,Vaishali Pharma Limited,,,,1,INE972X01022
VAKRANGEE,Vakrangee Limited,,,,1,INE051B01021
VALIANTLAB,Valiant Laboratories Limited,,,,1,INE0JWS01017
VALIANTORG,Valiant Organics Limited,,,,1,INE565V01010
VARDHACRLC,Vardhman Acrylics Limited,,,,1,INE116G01013
VARDMNPOLY,Vardhman Polytex Limited,,,,1,INE835A01029
VARROC,Varroc Engineering Limited,,,,1,INE665L01035
VASCONEQ,Vascon Engineers Limited,,,,1,INE893I01013
VASWANI,Vaswani Industries Limited,,,,1,INE590L01019
VBL,Varun Beverages Limited,,,,1,INE200M01039
VCL,Vaxtex Cotfab Limited,,,,1,INE098201036
VEDL,Vedanta Limited,,,,1,INE205A01025
VEEDOL,Veedol Corporation Limited,,,,1,INE484C01030
VENKEYS,Venky's (India) Limited,,,,1,INE398A01010
VENTIVE,Ventive Hospitality Limited,,,,1,INE781S01027
VENUSPIPES,Venus Pipes & Tubes Limited,,,,1,INE0JA001018
VENUSREM,Venus Remedies Limited,,,,1,INE411B01019
VERANDA,Veranda Learning Solutions Limited,,,,1,INE0IQ001011
VERTOZ,Vertoz Limited,,,,1,INE188Y01031
VESUVIUS,Vesuvius India Limited,,,,1,INE386A01023
VETO,Veto Switchgears And Cables Limited,,,,1,INE918N01018
VGUARD,V-Guard Industries Limited,,,,1,INE951I01027
VHL,Vardhman Holdings Limited,,,,1,INE701A01023
VHLTD,Viceroy Hotels Limited,,,,1,INE048C01025
VIDHIING,Vidhi Specialty Food Ingredients Limited,,,,1,INE632C01026
VIJAYA,Vijaya Diagnostic Centre Limited,,,,1,INE043W01024
VIJIFIN,Viji Finance Limited,,,,1,INE159N01027
VIKASECO,Vikas EcoTech Limited,,,,1,INE806A01020
VIKASLIFE,Vikas Lifecare Limited,,,,1,INE161L01027
VIMTALABS,Vimta Labs Limited,,,,1,INE579C01029
VINATIORGA,Vinati Organics Limited,,,,1,INE410B01037
VINCOFE,Vintage Coffee And Beverages Limited,,,,1,INE498Q01014
VINDHYATEL,Vindhya Telelinks Limited,,,,1,INE707A01012
VINEETLAB,Vineet Laboratories Limited,,,,1,INE505Y01010
VINNY,Vinny Overseas Limited,,,,1,INE01KI01027
VINYLINDIA,Vinyl Chemicals (India) Limited,,,,1,INE250B01029
VIPCLOTHNG,VIP Clothing Limited,,,,1,INE450G01024
VIPIND,VIP Industries Limited,,,,1,INE054A01027
VIPULLTD,Vipul Limited,,,,1,INE946H01037
VIRINCHI,Virinchi Limited,,,,1,INE539B01017
VISAKAIND,Visaka Industries Limited,,,,1,INE392A01021
VISASTEEL,Visa Steel Limited,,,,1,INE286H01012
VISHNU,Vishnu Chemicals Limited,,,,1,INE270I01022
VISHWARAJ,Vishwaraj Sugar Industries Limited,,,,1,INE430N01022
VIVIDHA,Visagar Polytex Limited,,,,1,INE370E01029
VLEGOV,VL E-Governance & IT Solutions Limited,,,,1,INE03HW01020
VLSFINANCE,VLS Finance Limited,,,,1,INE709A01018
VMART,V-Mart Retail Limited,,,,1,INE665J01013
VMM,Vishal Mega Mart Limited,,,,1,INE01EA01019
VOLTAMP,Voltamp Transformers Limited,,,,1,INE540H01012
VOLTAS,Voltas Limited,,,,1,INE226A01021
VPRPL,Vishnu Prakash R Punglia Limited,,,,1,INE0AE001013
VRAJ,Vraj Iron and Steel Limited,,,,1,INE0S2V01010
VRLLOG,VRL Logistics Limited,,,,1,INE366I01010
VSSL,Vardhman Special Steels Limited,,,,1,INE050M01012
VSTIND,VST Industries Limited,,,,1,INE710A01016
VSTL,Vibhor Steel Tubes Limited,,,,1,INE0QTF01015
VSTTILLERS,V.S.T Tillers Tractors Limited,,,,1,INE764D01017
VTL,Vardhman Textiles Limited,,,,1,INE825A01020
WAAREEENER,Waaree Energies Limited,,,,1,INE377N01017
WAAREERTL,Waaree Renewable Technologies Limited,,,,1,INE299N01021
WABAG,VA Tech Wabag Limited,,,,1,INE956G01038
WALCHANNAG,Walchandnagar Industries Limited,,,,1,INE711A01022
WANBURY,Wanbury Limited,,,,1,INE107F01022
WCIL,Western Carriers (India) Limited,,,,1,INE0CJF01024
WEALTH,Wealth First Portfolio Managers Limited,,,,1,INE658T01017
WEBELSOLAR,Websol Energy System Limited,,,,1,INE855C01015
WEIZMANIND,Weizmann Limited,,,,1,INE080A01014
WEL,Wonder Electricals Limited,,,,1,INE02WG01024
WELCORP,Welspun Corp Limited,,,,1,INE191B01025
WELENT,Welspun Enterprises Limited,,,,1,INE625G01013
WELINV,Welspun Investments and Commercials Limited,,,,1,INE389K01018
WELSPUNLIV,Welspun Living Limited,,,,1,INE192B01031
WENDT,Wendt (India) Limited,,,,1,INE274C01019
WESTLIFE,WESTLIFE FOODWORLD LIMITED,,,,1,INE274F01020
WEWIN,WE WIN LIMITED,,,,1,INE082W01014
WHEELS,Wheels India Limited,,,,1,INE715A01015
WHIRLPOOL,Whirlpool of India Limited,,,,1,INE716A01013
WILLAMAGOR,Williamson Magor & Company Limited,,,,1,INE210A01017
WINDLAS,Windlas Biotech Limited,,,,1,INE0H5O01029
WINDMACHIN,Windsor Machines Limited,,,,1,INE052A01021
WINSOME,Winsome Yarns Limited,,,,1,INE784B01035
WIPL,The Western India Plywoods Limited,,,,1,INE215F01023
WIPRO,Wipro Limited,,,,1,INE075A01022
WOCKPHARMA,Wockhardt Limited,,,,1,INE049B01025
WONDERLA,Wonderla Holidays Limited,,,,1,INE066O01014
WORTH,Worth Peripherals Limited,,,,1,INE196Y01018
WSI,W S Industries (I) Limited,,,,1,INE100D01014
WSTCSTPAPR,West Coast Paper Mills Limited,,,,1,INE976A01021
XCHANGING,Xchanging Solutions Limited,,,,1,INE692G01013
XELPMOC,Xelpmoc Design And Tech Limited,,,,1,INE01P501012
XPROINDIA,Xpro India Limited,,,,1,INE445C01015
XTGLOBAL,Xtglobal Infotech Limited,,,,1,INE547B01028
YAARI,Yaari Digital Integrated Services Limited,,,,1,INE126M01010
YASHO,Yasho Industries Limited,,,,1,INE616Z01012
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,,,,1,INE0JO301016
YATRA,Yatra Online Limited,,,,1,INE0JR601024
YESBANK,Yes Bank Limited,,,,1,INE528G01035
YUKEN,Yuken India Limited,,,,1,INE384C01016
ZAGGLE,Zaggle Prepaid Ocean Services Limited,,,,1,INE07K301024
ZEEL,Zee Entertainment Enterprises Limited,,,,1,INE256A01028
ZEELEARN,Zee Learn Limited,,,,1,INE565L01011
ZEEMEDIA,Zee Media Corporation Limited,,,,1,INE966H01019
ZENITHEXPO,Zenith Exports Limited,,,,1,INE058B01018
ZENITHSTL,Zenith Steel Pipes & Industries Limited,,,,1,INE318D01020
ZENSARTECH,Zensar Technologies Limited,,,,1,INE520A01027
ZENTEC,Zen Technologies Limited,,,,1,INE251B01027
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,,,,1,INE342J01019
ZIMLAB,Zim Laboratories Limited,,,,1,INE518E01015
ZODIAC,Zodiac Energy Limited,,,,1,INE761Y01019
ZODIACLOTH,Zodiac Clothing Company Limited,,,,1,INE206B01013
ZOTA,Zota Health Care LImited,,,,1,INE358U01012
ZUARI,Zuari Agro Chemicals Limited,,,,1,INE840M01016
ZUARIIND,ZUARI INDUSTRIES LIMITED,,,,1,INE217A01012
ZYDUSLIFE,Zydus Lifesciences Limited,,,,1,INE010B01027
ZYDUSWELL,Zydus Wellness Limited,,,,1,INE768C01010
