nseSymbol,companyName,,,, MARKET LOT,ISIN
INDNIPPON,India Nippon Electricals Limited,,,,1,INE092B01025
INDOAMIN,Indo Amines Limited,,,,1,INE760F01028
INDOBORAX,Indo Borax & Chemicals Limited,,,,1,INE803D01021
INDOCO,Indoco Remedies Limited,,,,1,INE873D01024
INDOFARM,Indo Farm Equipment Limited,,,,1,INE622H01018
INDORAMA,Indo Rama Synthetics (India) Limited,,,,1,INE156A01020
INDOSTAR,IndoStar Capital Finance Limited,,,,1,INE896L01010
INDOTECH,Indo Tech Transformers Limited,,,,1,INE332H01014
INDOTHAI,Indo Thai Securities Limited,,,,1,INE337M01013
INDOUS,Indo Us Biotech Limited,,,,1,INE250Z01010
INDOWIND,Indowind Energy Limited,,,,1,INE227G01018
INDRAMEDCO,Indraprastha Medical Corporation Limited,,,,1,INE681B01017
INDSWFTLAB,Ind-Swift Laboratories Limited,,,,1,INE915B01019
INDSWFTLTD,Ind-Swift Limited,,,,1,INE788B01028
INDTERRAIN,Indian Terrain Fashions Limited,,,,1,INE611L01021
INDUSINDBK,IndusInd Bank Limited,,,,1,INE095A01012
INDUSTOWER,Indus Towers Limited,,,,1,INE121J01017
INFIBEAM,Infibeam Avenues Limited,,,,1,INE483S01020
INFOBEAN,InfoBeans Technologies Limited,,,,1,INE344S01016
INFY,Infosys Limited,,,,1,INE009A01021
INGERRAND,Ingersoll Rand (India) Limited,,,,1,INE177A01018
INNOVACAP,Innova Captab Limited,,,,1,INE0DUT01020
INNOVANA,Innovana Thinklabs Limited,,,,1,INE403Y01018
INOXGREEN,Inox Green Energy Services Limited,,,,1,INE510W01014
INOXINDIA,INOX India Limited,,,,1,INE616N01034
INOXWIND,Inox Wind Limited,,,,1,INE066P01011
INSECTICID,Insecticides (India) Limited,,,,1,INE070I01018
INSPIRISYS,Inspirisys Solutions Limited,,,,1,INE020G01017
INTELLECT,Intellect Design Arena Limited,,,,1,INE306R01017
INTENTECH,Intense Technologies Limited,,,,1,INE781A01025
INTERARCH,Interarch Building Solutions Limited,,,,1,INE00M901018
INTLCONV,International Conveyors Limited,,,,1,INE575C01027
INVENTURE,Inventure Growth & Securities Limited,,,,1,INE878H01024
IOB,Indian Overseas Bank,,,,1,INE565A01014
IOC,Indian Oil Corporation Limited,,,,1,INE242A01010
IOLCP,IOL Chemicals and Pharmaceuticals Limited,,,,1,INE485C01029
IONEXCHANG,ION Exchange (India) Limited,,,,1,INE570A01022
IPCALAB,IPCA Laboratories Limited,,,,1,INE571A01038
IPL,India Pesticides Limited,,,,1,INE0D6701023
IRB,IRB Infrastructure Developers Limited,,,,1,INE821I01022
IRCON,Ircon International Limited,,,,1,INE962Y01021
IRCTC,Indian Railway Catering And Tourism Corporation Limited,,,,1,INE335Y01020
IREDA,Indian Renewable Energy Development Agency Limited,,,,1,INE202E01016
IRFC,Indian Railway Finance Corporation Limited,,,,1,INE053F01010
IRIS,Iris Business Services Limited,,,,1,INE864K01010
IRISDOREME,Iris Clothings Limited,,,,1,INE01GN01025
IRMENERGY,IRM Energy Limited,,,,1,INE07U701015
ISFT,Intrasoft Technologies Limited,,,,1,INE566K01011
ISGEC,Isgec Heavy Engineering Limited,,,,1,INE858B01029
ISHANCH,Ishan Dyes and Chemicals Limited,,,,1,INE561M01018
ITC,ITC Limited,,,,1,INE154A01025
ITCHOTELS,ITC Hotels Limited,,,,1,INE379A01028
ITDC,India Tourism Development Corporation Limited,,,,1,INE353K01014
ITDCEM,ITD Cementation India Limited,,,,1,INE686A01026
ITI,ITI Limited,,,,1,INE248A01017
IVC,IL&FS Investment Managers Limited,,,,1,INE050B01023
IVP,IVP Limited,,,,1,INE043C01018
IXIGO,Le Travenues Technology Limited,,,,1,INE0HV901016
IZMO,IZMO Limited,,,,1,INE848A01014
J&KBANK,The Jammu & Kashmir Bank Limited,,,,1,INE168A01041
JAGRAN,Jagran Prakashan Limited,,,,1,INE199G01027
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,,,,1,INE048B01035
JAIBALAJI,Jai Balaji Industries Limited,,,,1,INE091G01026
JAICORPLTD,Jai Corp Limited,,,,1,INE070D01027
JAIPURKURT,Nandani Creation Limited,,,,1,INE696V01013
JAMNAAUTO,Jamna Auto Industries Limited,,,,1,INE039C01032
JASH,Jash Engineering Limited,,,,1,INE039O01029
JAYAGROGN,Jayant Agro Organics Limited,,,,1,INE785A01026
JAYBARMARU,Jay Bharat Maruti Limited,,,,1,INE571B01036
JAYNECOIND,Jayaswal Neco Industries Limited,,,,1,INE854B01010
JAYSREETEA,Jayshree Tea & Industries Limited,,,,1,INE364A01020
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,,,,1,INE572A01036
JBMA,JBM Auto Limited,,,,1,INE927D01051
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,,,,1,INE782A01015
JETFREIGHT,Jet Freight Logistics Limited,,,,1,INE982V01025
JGCHEM,J.G.Chemicals Limited,,,,1,INE0MB501011
JHS,JHS Svendgaard Laboratories Limited,,,,1,INE544H01014
JINDALPHOT,Jindal Photo Limited,,,,1,INE796G01012
JINDALPOLY,Jindal Poly Films Limited,,,,1,INE197D01010
JINDALSAW,Jindal Saw Limited,,,,1,INE324A01032
JINDALSTEL,Jindal Steel & Power Limited,,,,1,INE749A01030
JINDRILL,Jindal Drilling And Industries Limited,,,,1,INE742C01031
JINDWORLD,Jindal Worldwide Limited,,,,1,INE247D01039
JIOFIN,Jio Financial Services Limited,,,,1,INE758E01017
JISLDVREQS,Jain Irrigation Systems Limited,,,,1,IN9175A01010
JISLJALEQS,Jain Irrigation Systems Limited,,,,1,INE175A01038
JITFINFRA,JITF Infralogistics Limited,,,,1,INE863T01013
JKCEMENT,JK Cement Limited,,,,1,INE823G01014
JKIL,J.Kumar Infraprojects Limited,,,,1,INE576I01022
JKLAKSHMI,JK Lakshmi Cement Limited,,,,1,INE786A01032
JKPAPER,JK Paper Limited,,,,1,INE789E01012
JKTYRE,JK Tyre & Industries Limited,,,,1,INE573A01042
JLHL,Jupiter Life Line Hospitals Limited,,,,1,INE682M01012
JMA,Jullundur Motor Agency (Delhi) Limited,,,,1,INE412C01023
JMFINANCIL,JM Financial Limited,,,,1,INE780C01023
JNKINDIA,JNK India Limited,,,,1,INE0OAF01028
JOCIL,Jocil Limited,,,,1,INE839G01010
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,,,,1,INE147P01019
JPPOWER,Jaiprakash Power Ventures Limited,,,,1,INE351F01018
JSFB,Jana Small Finance Bank Limited,,,,1,INE953L01027
JSL,Jindal Stainless Limited,,,,1,INE220G01021
JSWENERGY,JSW Energy Limited,,,,1,INE121E01018
JSWHL,JSW Holdings Limited,,,,1,INE824G01012
JSWINFRA,JSW Infrastructure Limited,,,,1,INE880J01026
JSWSTEEL,JSW Steel Limited,,,,1,INE019A01038
JTEKTINDIA,Jtekt India Limited,,,,1,INE643A01035
JTLIND,JTL INDUSTRIES LIMITED,,,,1,INE391J01032
JUBLCPL,Jubilant Agri and Consumer Products Limited,,,,1,INE03CC01015
JUBLFOOD,Jubilant Foodworks Limited,,,,1,INE797F01020
JUBLINGREA,Jubilant Ingrevia Limited,,,,1,INE0BY001018
JUBLPHARMA,Jubilant Pharmova Limited,,,,1,INE700A01033
JUNIPER,Juniper Hotels Limited,,,,1,INE696F01016
JUSTDIAL,Just Dial Limited,,,,1,INE599M01018
JWL,Jupiter Wagons Limited,,,,1,INE209L01016
JYOTHYLAB,Jyothy Labs Limited,,,,1,INE668F01031
JYOTICNC,Jyoti CNC Automation Limited,,,,1,INE980O01024
JYOTISTRUC,Jyoti Structures Limited,,,,1,INE197A01024
KABRAEXTRU,Kabra Extrusion Technik Limited,,,,1,INE900B01029
KAJARIACER,Kajaria Ceramics Limited,,,,1,INE217B01036
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,,,,1,INE437B01014
KALAMANDIR,Sai Silks (Kalamandir) Limited,,,,1,INE438K01021
KALPATARU,Kalpataru Limited,,,,1,INE227J01012
KALYANI,Kalyani Commercials Limited,,,,1,INE610E01010
KALYANIFRG,Kalyani Forge Limited,,,,1,INE314G01014
KALYANKJIL,Kalyan Jewellers India Limited,,,,1,INE303R01014
KAMATHOTEL,Kamat Hotels (I) Limited,,,,1,INE967C01018
KAMDHENU,Kamdhenu Limited,,,,1,INE390H01020
KAMOPAINTS,Kamdhenu Ventures Limited,,,,1,INE0BTI01037
KANANIIND,Kanani Industries Limited,,,,1,INE879E01037
KANORICHEM,Kanoria Chemicals & Industries Limited,,,,1,INE138C01024
KANPRPLA,Kanpur Plastipack Limited,,,,1,INE694E01014
KANSAINER,Kansai Nerolac Paints Limited,,,,1,INE531A01024
KAPSTON,Kapston Services Limited,,,,1,INE542Z01028
KARMAENG,Karma Energy Limited,,,,1,INE725L01011
KARURVYSYA,Karur Vysya Bank Limited,,,,1,INE036D01028
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,,,,1,INE234I01028
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,,,,1,INE641C01019
KAYA,Kaya Limited,,,,1,INE587G01015
KAYNES,Kaynes Technology India Limited,,,,1,INE918Z01012
KCP,KCP Limited,,,,1,INE805C01028
KCPSUGIND,KCP Sugar and Industries Corporation Limited,,,,1,INE790B01024
KDDL,KDDL Limited,,,,1,INE291D01011
KEC,KEC International Limited,,,,1,INE389H01022
KECL,Kirloskar Electric Company Limited,,,,1,INE134B01017
KEEPLEARN,DSJ Keep Learning Limited,,,,1,INE055C01020
KEI,KEI Industries Limited,,,,1,INE878B01027
KELLTONTEC,Kellton Tech Solutions Limited,,,,1,INE164B01022
KERNEX,Kernex Microsystems (India) Limited,,,,1,INE202H01019
KESORAMIND,Kesoram Industries Limited,,,,1,INE087A01019
KEYFINSERV,Keynote Financial Services Limited,,,,1,INE681C01015
KFINTECH,Kfin Technologies Limited,,,,1,INE138Y01010
KHADIM,Khadim India Limited,,,,1,INE834I01025
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,,,,1,INE745B01028
KHAITANLTD,Khaitan (India) Limited,,,,1,INE731C01018
KHANDSE,Khandwala Securities Limited,,,,1,INE060B01014
KICL,Kalyani Investment Company Limited,,,,1,INE029L01018
KILITCH,Kilitch Drugs (India) Limited,,,,1,INE729D01010
KIMS,Krishna Institute of Medical Sciences Limited,,,,1,INE967H01025
KINGFA,Kingfa Science & Technology (India) Limited,,,,1,INE473D01015
KIOCL,KIOCL Limited,,,,1,INE880L01014
KIRIINDUS,Kiri Industries Limited,,,,1,INE415I01015
KIRLOSBROS,Kirloskar Brothers Limited,,,,1,INE732A01036
KIRLOSENG,Kirloskar Oil Engines Limited,,,,1,INE146L01010
KIRLOSIND,Kirloskar Industries Limited,,,,1,INE250A01039
KIRLPNU,Kirloskar Pneumatic Company Limited,,,,1,INE811A01020
KITEX,Kitex Garments Limited,,,,1,INE602G01020
KKCL,Kewal Kiran Clothing Limited,,,,1,INE401H01017
KMEW,Knowledge Marine & Engineering Works Limited,,,,1,INE0CJD01011
KMSUGAR,K.M.Sugar Mills Limited,,,,1,INE157H01023
KNRCON,KNR Constructions Limited,,,,1,INE634I01029
KOHINOOR,Kohinoor Foods Limited,,,,1,INE080B01012
KOKUYOCMLN,Kokuyo Camlin Limited,,,,1,INE760A01029
KOLTEPATIL,Kolte - Patil Developers Limited,,,,1,INE094I01018
KOPRAN,Kopran Limited,,,,1,INE082A01010
KOTAKBANK,Kotak Mahindra Bank Limited,,,,1,INE237A01028
KOTARISUG,Kothari Sugars And Chemicals Limited,,,,1,INE419A01022
KOTHARIPET,Kothari Petrochemicals Limited,,,,1,INE720A01015
KOTHARIPRO,Kothari Products Limited,,,,1,INE823A01017
KPEL,K.P. Energy Limited,,,,1,INE127T01021
KPIGREEN,KPI Green Energy Limited,,,,1,INE542W01025
KPIL,Kalpataru Projects International Limited,,,,1,INE220B01022
KPITTECH,KPIT Technologies Limited,,,,1,INE04I401011
KPRMILL,K.P.R. Mill Limited,,,,1,INE930H01031
KRBL,KRBL Limited,,,,1,INE001B01026
KREBSBIO,Krebs Biochemicals and Industries Limited,,,,1,INE268B01013
KRIDHANINF,Kridhan Infra Limited,,,,1,INE524L01026
KRISHANA,Krishana Phoschem Limited,,,,1,INE506W01012
KRISHIVAL,Krishival Foods Limited,,,,1,INE0GGO01015
KRITI,Kriti Industries (India) Limited,,,,1,INE479D01038
KRITIKA,Kritika Wires Limited,,,,1,INE00Z501029
KRITINUT,Kriti Nutrients Limited,,,,1,INE798K01010
KRN,KRN Heat Exchanger and Refrigeration Limited,,,,1,INE0Q3J01015
KRONOX,Kronox Lab Sciences Limited,,,,1,INE0ATZ01017
KROSS,Kross Limited,,,,1,INE0O6601022
KRSNAA,Krsnaa Diagnostics Limited,,,,1,INE08LI01020
KRYSTAL,Krystal Integrated Services Limited,,,,1,INE0QN801017
KSB,Ksb Limited,,,,1,INE999A01023
KSCL,Kaveri Seed Company Limited,,,,1,INE455I01029
KSHITIJPOL,Kshitij Polyline Limited,,,,1,INE013801027
KSL,Kalyani Steels Limited,,,,1,INE907A01026
KSOLVES,Ksolves India Limited,,,,1,INE0D6I01023
KTKBANK,The Karnataka Bank Limited,,,,1,INE614B01018
KUANTUM,Kuantum Papers Limited,,,,1,INE529I01021
LAGNAM,Lagnam Spintex Limited,,,,1,INE548Z01017
LAKPRE,Lakshmi Precision Screws Limited,,,,1,INE651C01018
LAL,Lorenzini Apparels Limited,,,,1,INE740X01023
LALPATHLAB,Dr. Lal Path Labs Ltd.,,,,1,INE600L01024
LAMBODHARA,Lambodhara Textiles Limited,,,,1,INE112F01022
LANCORHOL,Lancor Holdings Limited,,,,1,INE572G01025
LANDMARK,Landmark Cars Limited,,,,1,INE559R01029
LAOPALA,La Opala RG Limited,,,,1,INE059D01020
LASA,Lasa Supergenerics Limited,,,,1,INE670X01014
LATENTVIEW,Latent View Analytics Limited,,,,1,INE0I7C01011
LATTEYS,Latteys Industries Limited,,,,1,INE262Z01023
LAURUSLABS,Laurus Labs Limited,,,,1,INE947Q01028
LAXMICOT,Laxmi Cotspin Limited,,,,1,INE801V01019
LAXMIDENTL,Laxmi Dental Limited,,,,1,INE0WO601020
LCCINFOTEC,LCC Infotech Limited,,,,1,INE938A01021
LEMONTREE,Lemon Tree Hotels Limited,,,,1,INE970X01018
LEXUS,Lexus Granito (India) Limited,,,,1,INE500X01013
LFIC,Lakshmi Finance & Industrial Corporation Limited,,,,1,INE850E01012
LGBBROSLTD,LG Balakrishnan & Bros Limited,,,,1,INE337A01034
LGHL,Laxmi Goldorna House Limited,,,,1,INE258Y01016
LIBAS,Libas Consumer Products Limited,,,,1,INE908V01012
LIBERTSHOE,Liberty Shoes Limited,,,,1,INE557B01019
LICHSGFIN,LIC Housing Finance Limited,,,,1,INE115A01026
LICI,Life Insurance Corporation Of India,,,,1,INE0J1Y01017
LIKHITHA,Likhitha Infrastructure Limited,,,,1,INE060901027
LINC,Linc Limited,,,,1,INE802B01027
LINCOLN,Lincoln Pharmaceuticals Limited,,,,1,INE405C01035
LINDEINDIA,Linde India Limited,,,,1,INE473A01011
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,,,,1,INE093R01011
LLOYDSENT,Lloyds Enterprises Limited,,,,1,INE080I01025
LLOYDSME,Lloyds Metals And Energy Limited,,,,1,INE281B01032
LMW,LMW Limited,,,,1,INE269B01029
LODHA,Lodha Developers Limited,,,,1,INE670K01029
LOKESHMACH,Lokesh Machines Limited,,,,1,INE397H01017
LORDSCHLO,Lords Chloro Alkali Limited,,,,1,INE846D01012
LOTUSEYE,Lotus Eye Hospital and Institute Limited,,,,1,INE947I01017
LOVABLE,Lovable Lingerie Limited,,,,1,INE597L01014
LOYALTEX,Loyal Textile Mills Limited,,,,1,INE970D01010
LPDC,Landmark Property Development Company Limited,,,,1,INE197J01017
LT,Larsen & Toubro Limited,,,,1,INE018A01030
LTF,L&T Finance Limited,,,,1,INE498L01015
LTFOODS,LT Foods Limited,,,,1,INE818H01020
LTIM,LTIMindtree Limited,,,,1,INE214T01019
LTTS,L&T Technology Services Limited,,,,1,INE010V01017
LUMAXIND,Lumax Industries Limited,,,,1,INE162B01018
LUMAXTECH,Lumax Auto Technologies Limited,,,,1,INE872H01027
LUPIN,Lupin Limited,,,,1,INE326A01037
LUXIND,Lux Industries Limited,,,,1,INE150G01020
LXCHEM,Laxmi Organic Industries Limited,,,,1,INE576O01020
LYKALABS,Lyka Labs Limited,,,,1,INE933A01014
LYPSAGEMS,Lypsa Gems & Jewellery Limited,,,,1,INE142K01011
M&M,Mahindra & Mahindra Limited,,,,1,INE101A01026
M&MFIN,Mahindra & Mahindra Financial Services Limited,,,,1,INE774D01024
MAANALU,Maan Aluminium Limited,,,,1,INE215I01027
MACPOWER,Macpower CNC Machines Limited,,,,1,INE155Z01011
MADHAV,Madhav Marbles and Granites Limited,,,,1,INE925C01016
MADHUCON,Madhucon Projects Limited,,,,1,INE378D01032
MADRASFERT,Madras Fertilizers Limited,,,,1,INE414A01015
MAGADSUGAR,Magadh Sugar & Energy Limited,,,,1,INE347W01011
MAGNUM,Magnum Ventures Limited,,,,1,INE387I01016
MAHABANK,Bank of Maharashtra,,,,1,INE457A01014
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,,,,1,INE843B01013
MAHASTEEL,Mahamaya Steel Industries Limited,,,,1,INE451L01014
MAHEPC,Mahindra EPC Irrigation Limited,,,,1,INE215D01010
MAHESHWARI,Maheshwari Logistics Limited,,,,1,INE263W01010
MAHLIFE,Mahindra Lifespace Developers Limited,,,,1,INE813A01018
MAHLOG,Mahindra Logistics Limited,,,,1,INE766P01016
MAHSCOOTER,Maharashtra Scooters Limited,,,,1,INE288A01013
MAHSEAMLES,Maharashtra Seamless Limited,,,,1,INE271B01025
MAITHANALL,Maithan Alloys Limited,,,,1,INE683C01011
MALLCOM,Mallcom (India) Limited,,,,1,INE389C01015
MALUPAPER,Malu Paper Mills Limited,,,,1,INE383H01017
MAMATA,Mamata Machinery Limited,,,,1,INE0TO701015
MANAKALUCO,Manaksia Aluminium Company Limited,,,,1,INE859Q01017
MANAKCOAT,Manaksia Coated Metals & Industries Limited,,,,1,INE830Q01018
MANAKSIA,Manaksia Limited,,,,1,INE015D01022
MANAKSTEEL,Manaksia Steels Limited,,,,1,INE824Q01011
MANALIPETC,Manali Petrochemicals Limited,,,,1,INE201A01024
MANAPPURAM,Manappuram Finance Limited,,,,1,INE522D01027
MANBA,Manba Finance Limited,,,,1,INE939X01013
MANCREDIT,Mangal Credit and Fincorp Limited,,,,1,INE545L01039
MANGALAM,Mangalam Drugs And Organics Limited,,,,1,INE584F01014
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,,,,1,INE558B01017
MANGLMCEM,Mangalam Cement Limited,,,,1,INE347A01017
MANINDS,Man Industries (India) Limited,,,,1,INE993A01026
MANINFRA,Man Infraconstruction Limited,,,,1,INE949H01023
MANKIND,Mankind Pharma Limited,,,,1,INE634S01028
MANOMAY,Manomay Tex India Limited,,,,1,INE784W01015
MANORAMA,Manorama Industries Limited,,,,1,INE00VM01036
MANORG,Mangalam Organics Limited,,,,1,INE370D01013
MANUGRAPH,Manugraph India Limited,,,,1,INE867A01022
MANYAVAR,Vedant Fashions Limited,,,,1,INE825V01034
MAPMYINDIA,C.E. Info Systems Limited,,,,1,INE0BV301023
MARALOVER,Maral Overseas Limited,,,,1,INE882A01013
MARATHON,Marathon Nextgen Realty Limited,,,,1,INE182D01020
MARICO,Marico Limited,,,,1,INE196A01026
MARINE,Marine Electricals (India) Limited,,,,1,INE01JE01028
MARKSANS,Marksans Pharma Limited,,,,1,INE750C01026
MARUTI,Maruti Suzuki India Limited,,,,1,INE585B01010
MASFIN,MAS Financial Services Limited,,,,1,INE348L01012
MASKINVEST,Mask Investments Limited,,,,1,INE885F01015
MASTEK,Mastek Limited,,,,1,INE759A01021
MASTERTR,Master Trust Limited,,,,1,INE677D01037
MATRIMONY,Matrimony.Com Limited,,,,1,INE866R01028
MAWANASUG,Mawana Sugars Limited,,,,1,INE636A01039
MAXESTATES,Max Estates Limited,,,,1,INE03EI01018
MAXHEALTH,Max Healthcare Institute Limited,,,,1,INE027H01010
MAXIND,Max India Limited,,,,1,INE0CG601016
MAYURUNIQ,Mayur Uniquoters Ltd,,,,1,INE040D01038
MAZDA,Mazda Limited,,,,1,INE885E01042
MAZDOCK,Mazagon Dock Shipbuilders Limited,,,,1,INE249Z01020
MBAPL,Madhya Bharat Agro Products Limited,,,,1,INE900L01010
MBLINFRA,MBL Infrastructure Limited,,,,1,INE912H01013
MCL,Madhav Copper Limited,,,,1,INE813V01022
MCLEODRUSS,Mcleod Russel India Limited,,,,1,INE942G01012
MCLOUD,Magellanic Cloud Limited,,,,1,INE613C01026
MCX,Multi Commodity Exchange of India Limited,,,,1,INE745G01035
MEDANTA,Global Health Limited,,,,1,INE474Q01031
MEDIASSIST,Medi Assist Healthcare Services Limited,,,,1,INE456Z01021
MEDICAMEQ,Medicamen Biotech Limited,,,,1,INE646B01010
MEDICO,Medico Remedies Limited,,,,1,INE630Y01024
MEDPLUS,Medplus Health Services Limited,,,,1,INE804L01022
MEGASOFT,Megasoft Limited,,,,1,INE933B01012
MEGASTAR,Megastar Foods Limited,,,,1,INE00EM01016
MENONBE,Menon Bearings Limited,,,,1,INE071D01033
MEP,MEP Infrastructure Developers Limited,,,,1,INE776I01010
METROBRAND,Metro Brands Limited,,,,1,INE317I01021
METROPOLIS,Metropolis Healthcare Limited,,,,1,INE112L01020
MFML,Mahalaxmi Fabric Mills Limited,,,,1,INE0US801024
MFSL,Max Financial Services Limited,,,,1,INE180A01020
MGEL,Mangalam Global Enterprise Limited,,,,1,INE0APB01032
MGL,Mahanagar Gas Limited,,,,1,INE002S01010
MHLXMIRU,Mahalaxmi Rubtech Limited,,,,1,INE112D01035
MHRIL,Mahindra Holidays & Resorts India Limited,,,,1,INE998I01010
MICEL,MIC Electronics Limited,,,,1,INE287C01037
MIDHANI,Mishra Dhatu Nigam Limited,,,,1,INE099Z01011
MINDACORP,Minda Corporation Limited,,,,1,INE842C01021
MINDTECK,Mindteck (India) Limited,,,,1,INE110B01017
MIRCELECTR,MIRC Electronics Limited,,,,1,INE831A01028
MIRZAINT,Mirza International Limited,,,,1,INE771A01026
MITCON,MITCON Consultancy & Engineering Services Limited,,,,1,INE828O01033
MITTAL,Mittal Life Style Limited,,,,1,INE997Y01027
MKPL,M K Proteins Limited,,,,1,INE964W01021
MMFL,MM Forgings Limited,,,,1,INE227C01017
MMP,MMP Industries Limited,,,,1,INE511Y01018
MMTC,MMTC Limited,,,,1,INE123F01029
MOBIKWIK,One Mobikwik Systems Limited,,,,1,INE0HLU01028
MODIRUBBER,Modi Rubber Limited,,,,1,INE832A01018
MODISONLTD,MODISON LIMITED,,,,1,INE737D01021
MODTHREAD,Modern Threads (India) Limited,,,,50,INE794W01014
MOHITIND,Mohit Industries Limited,,,,1,INE954E01012
MOIL,MOIL Limited,,,,1,INE490G01020
MOKSH,Moksh Ornaments Limited,,,,1,INE514Y01020
MOL,Meghmani Organics Limited,,,,1,INE0CT101020
MOLDTECH,Mold-Tek Technologies Limited,,,,1,INE835B01035
MOLDTKPAC,Mold-Tek Packaging Limited,,,,1,INE893J01029
MONARCH,Monarch Networth Capital Limited,,,,1,INE903D01011
MONTECARLO,Monte Carlo Fashions Limited,,,,1,INE950M01013
MOREPENLAB,Morepen Laboratories Limited,,,,1,INE083A01026
MOSCHIP,Moschip Technologies Limited,,,,1,INE935B01025
MOTHERSON,Samvardhana Motherson International Limited,,,,1,INE775A01035
MOTILALOFS,Motilal Oswal Financial Services Limited,,,,1,INE338I01027
MOTISONS,Motisons Jewellers Limited,,,,1,INE0FRK01020
MOTOGENFIN,The Motor & General Finance Limited,,,,1,INE861B01023
MPHASIS,MphasiS Limited,,,,1,INE356A01018
MPSLTD,MPS Limited,,,,1,INE943D01017
MRF,MRF Limited,,,,1,INE883A01011
MRPL,Mangalore Refinery and Petrochemicals Limited,,,,1,INE103A01014
MSPL,MSP Steel & Power Limited,,,,1,INE752G01015
MSTCLTD,Mstc Limited,,,,1,INE255X01014
MSUMI,Motherson Sumi Wiring India Limited,,,,1,INE0FS801015
MTARTECH,Mtar Technologies Limited,,,,1,INE864I01014
MTEDUCARE,MT Educare Limited,,,,1,INE472M01018
MTNL,Mahanagar Telephone Nigam Limited,,,,1,INE153A01019
MUFIN,Mufin Green Finance Limited,,,,1,INE08KJ01020
MUFTI,Credo Brands Marketing Limited,,,,1,INE220Q01020
MUKANDLTD,Mukand Limited,,,,1,INE304A01026
MUKKA,Mukka Proteins Limited,,,,1,INE0CG401037
MUKTAARTS,Mukta Arts Limited,,,,1,INE374B01019
MUNJALAU,Munjal Auto Industries Limited,,,,1,INE672B01032
MUNJALSHOW,Munjal Showa Limited,,,,1,INE577A01027
MURUDCERA,Murudeshwar Ceramics Limited,,,,1,INE692B01014
MUTHOOTCAP,Muthoot Capital Services Limited,,,,1,INE296G01013
MUTHOOTFIN,Muthoot Finance Limited,,,,1,INE414G01012
MUTHOOTMF,Muthoot Microfin Limited,,,,1,INE046W01019
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,,,,1,INE0KNT01012
NACLIND,NACL Industries Limited,,,,1,INE295D01020
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,,,,1,INE454M01024
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,,,,1,INE245I01016
NAGREEKEXP,Nagreeka Exports Limited,,,,1,INE123B01028
NAHARCAP,Nahar Capital and Financial Services Limited,,,,1,INE049I01012
NAHARINDUS,Nahar Industrial Enterprises Limited,,,,1,INE289A01011
NAHARPOLY,Nahar Poly Films Limited,,,,1,INE308A01027
NAHARSPING,Nahar Spinning Mills Limited,,,,1,INE290A01027
NAM-INDIA,Nippon Life India Asset Management Limited,,,,1,INE298J01013
NARMADA,Narmada Agrobase Limited,,,,1,INE117Z01011
NATCAPSUQ,Natural Capsules Limited,,,,1,INE936B01015
NATCOPHARM,Natco Pharma Limited,,,,1,INE987B01026
NATHBIOGEN,Nath Bio-Genes (India) Limited,,,,1,INE448G01010
NATIONALUM,National Aluminium Company Limited,,,,1,INE139A01034
NAUKRI,Info Edge (India) Limited,,,,1,INE663F01032
NAVA,NAVA LIMITED,,,,1,INE725A01030
NAVINFLUOR,Navin Fluorine International Limited,,,,1,INE048G01026
NAVKARCORP,Navkar Corporation Limited,,,,1,INE278M01019
NAVKARURB,Navkar Urbanstructure Limited,,,,1,INE268H01044
NAVNETEDUL,Navneet Education Limited,,,,1,INE060A01024
NAZARA,Nazara Technologies Limited,,,,1,INE418L01021
NBCC,NBCC (India) Limited,,,,1,INE095N01031
NBIFIN,N. B. I. Industrial Finance Company Limited,,,,1,INE365I01020
NCC,NCC Limited,,,,1,INE868B01028
NCLIND,NCL Industries Limited,,,,1,INE732C01016
NDGL,Naga Dhunseri Group Limited,,,,1,INE756C01015
NDL,Nandan Denim Limited,,,,1,INE875G01048
NDLVENTURE,NDL Ventures Limited,,,,1,INE353A01023
NDRAUTO,Ndr Auto Components Limited,,,,1,INE07OG01012
NDTV,New Delhi Television Limited,,,,1,INE155G01029
NECCLTD,North Eastern Carrying Corporation Limited,,,,1,INE553C01016
NECLIFE,Nectar Lifesciences Limited,,,,1,INE023H01027
NELCAST,Nelcast Limited,,,,1,INE189I01024
NELCO,NELCO Limited,,,,1,INE045B01015
NEOGEN,Neogen Chemicals Limited,,,,1,INE136S01016
NESCO,Nesco Limited,,,,1,INE317F01035
NESTLEIND,Nestle India Limited,,,,1,INE239A01024
NETWEB,Netweb Technologies India Limited,,,,1,INE0NT901020
